Business Name,Phone Number,Address,Rating,Reviews Count,Google Maps Link,Business Type,Location
SAMMY'S DREAM SPACES (SDS),0813 608 8790,"Victoria island Lagos State Nigeria Lekki phase 1 Lagos Eti osa Local government area, Lagos 100001, Lagos",5.0,1,"https://www.google.com/maps/place/SAMMY'S+DREAM+SPACES+(SDS)/@6.4274937,3.4215128,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf52df0ca4e55:0xa7ad2cb9ef8cae0e!8m2!3d6.4274937!4d3.4215128!16s%2Fg%2F11lh3spv4p",real estate agents,"Victoria Island, Lagos"
KAMIO HOMES,0708 889 8098,"2A Louis Solomon Cl, Victoria Island, Lagos 106104, Lagos",5.0,1,"https://www.google.com/maps/place/KAMIO+HOMES/@6.427667,3.4080438,17z/data=!3m1!4b1!4m6!3m5!1s0x103b77f81a91bf63:0x165f0dea41e34cfa!8m2!3d6.427667!4d3.4080438!16s%2Fg%2F11k69vm5cp",real estate agents,"Victoria Island, Lagos"
Perihomes Integrated Services,0818 110 2910,"19 Bishop Kale Cl, Victoria Island, Lagos 106104, Lagos",5.0,1,"https://www.google.com/maps/place/Perihomes+Integrated+Services/@6.4251636,3.4226225,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf546fc45a39f:0x196283d26e84f9ae!8m2!3d6.4251636!4d3.4226225!16s%2Fg%2F11rj5l23gz",real estate agents,"Victoria Island, Lagos"
Royal Properties International Ltd,N/A,"Ncws House 4Th Floor Plot Pc. 14B, Ahmed Onibudo St, Lagos",5.0,1,"https://www.google.com/maps/place/Royal+Properties+International+Ltd/@6.4338762,3.4278953,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf5090f06ab0d:0xcfdae8fcece24119!8m2!3d6.4338762!4d3.4278953!16s%2Fg%2F11t9typhwf",real estate agents,"Victoria Island, Lagos"
Dolphin Properties Limited,0706 933 6385,"175 Akin Adesola St, Victoria Island, Lagos 106104, Lagos",4.0,1,"https://www.google.com/maps/place/Dolphin+Properties+Limited/@6.4323098,3.4241933,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf53c162c60d5:0xe10cc022035d2908!8m2!3d6.4323098!4d3.4241933!16s%2Fg%2F11t8chzh4r",real estate agents,"Victoria Island, Lagos"
Astute Realtors,0802 827 3500,"188 Prince Ademola Oniru Rd, Victoria Island, Lagos 106104, Lagos",5.0,2,"https://www.google.com/maps/place/Astute+Realtors/@6.429452,3.455209,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf5067359d543:0xa66579787c173169!8m2!3d6.429452!4d3.455209!16s%2Fg%2F11hb6w1vcc",real estate agents,"Victoria Island, Lagos"
Windsor Real Estate,N/A,"1437 Sanusi Fafunwa St, Victoria Island, Lagos 106104, Lagos",5.0,1,"https://www.google.com/maps/place/Windsor+Real+Estate/@6.4313298,3.4260263,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf56567f4ea1b:0x9b06044ea6b42b3a!8m2!3d6.4313298!4d3.4260263!16s%2Fg%2F11fplfm67n",real estate agents,"Victoria Island, Lagos"
STERLINGWELL Homes and Properties,0816 057 6254,"Plot 8 The Providence St, Lekki Phase 1, Lagos 106104, Lagos",4.7,55,"https://www.google.com/maps/place/STERLINGWELL+Homes+and+Properties/@6.4316534,3.4629605,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d81d66ea1d3:0xa769291e2859f80c!8m2!3d6.4316534!4d3.4629605!16s%2Fg%2F11fply22pv",real estate agents,"Lekki, Lagos"
Romax Properties,0701 967 3310,"Chevron, 45A Alternative Rte, Eti-Osa, Lekki 106104, Lagos",5.0,505,"https://www.google.com/maps/place/Romax+Properties/@6.4517895,3.5422022,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8bc35131293f:0xd160418b0b48e493!8m2!3d6.4517895!4d3.5422022!16s%2Fg%2F11hzhgft2p",real estate agents,"Lekki, Lagos"
YJ Homes Realty,0704 879 2911,"B24 Cherub Mall, Lekki 101245",5.0,26,"https://www.google.com/maps/place/YJ+Homes+Realty/@6.4403028,3.5259681,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf7e1b525ee4b:0x3af3219072103c51!8m2!3d6.4403028!4d3.5259681!16s%2Fg%2F11rqg_cxh5",real estate agents,"Lekki, Lagos"
HOMES LIMITED,0803 815 4760,"15 Olori Muyibat Oyefusi St, Lekki Phase 1, Lagos 106104, Lagos",4.4,14,"https://www.google.com/maps/place/HOMES+LIMITED/@6.4351924,3.4664422,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf5ac4347b145:0xf39b4024710244c8!8m2!3d6.4351924!4d3.4664422!16s%2Fg%2F11j80r_7l_",real estate agents,"Lekki, Lagos"
