Business Name,Phone Number,Address,Rating,Reviews,Website,Email,Google Maps Link,Business Type,Location
"JR REALTORS","+1 469-676-2565","8330 Lyndon B Johnson Fwy Suite 725, Dallas, TX 75243, United States","4.9","4.9 stars ","https://julioromerorealtors.com/","office@julioromerorealtors.com","https://www.google.com/maps/place/JR+REALTORS/@32.9230276,-96.7596486,17z/data=!3m1!4b1!4m6!3m5!1s0x864c211df57d594d:0x7fd6947928db20ba!8m2!3d32.9230276!4d-96.7596486!16s%2Fg%2F11fvjyjlxp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Todd Poor Luxury REALTOR®","+1 214-799-1884","3210 Carlisle St, Dallas, TX 75204, United States","4.9","4.9 stars ","http://toddpoor.dfwbesthouses.com/","info@tanikadonnell.com","https://www.google.com/maps/place/Todd+Poor+Luxury+REALTOR%C2%AE/@32.8042867,-96.8021794,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f45f2395fb9:0xa53a12f8661e5f45!8m2!3d32.8042867!4d-96.8021794!16s%2Fg%2F11sgddpsb_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"JPAR - Dallas","+1 800-683-5651","1933 Cedar Springs Rd, Dallas, TX 75201, United States","3.2","3.2 stars ","http://www.jpar.net/","office@jpar.net","https://www.google.com/maps/place/JPAR+-+Dallas/@32.7903667,-96.8052479,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9ecd12b5fc71:0x29669a3bde3a0ef6!8m2!3d32.7903667!4d-96.8052479!16s%2Fg%2F12hrr7n49?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Better Homes and Gardens Real Estate Winans","+1 972-774-9888","14643 Dallas Pkwy # 750, Dallas, TX 75254, United States","4.8","4.8 stars ","https://www.betterdfw.com/","N/A","https://www.google.com/maps/place/Better+Homes+and+Gardens+Real+Estate+Winans/@32.9444423,-96.8236745,17z/data=!3m1!4b1!4m6!3m5!1s0x864c21eb4407ab7b:0x2d8821912d4a75f3!8m2!3d32.9444423!4d-96.8236745!16s%2Fg%2F1tdk5l2g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Accent Commercial Real Estate","+1 214-987-3600","2909 Cole Ave #210, Dallas, TX 75204, United States","5.0","5.0 stars ","http://www.accentcre.com/","luis@accentcre.com","https://www.google.com/maps/place/Accent+Commercial+Real+Estate/@32.8023336,-96.802566,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9fea56a1faef:0x438d00ae7d9bbe1!8m2!3d32.8023336!4d-96.802566!16s%2Fg%2F1v6wpr70?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Sage Realty Group","+1 214-717-1636","5960 Berkshire Ln Suite 700, Dallas, TX 75225, United States","5.0","5.0 stars ","https://www.google.com/search?client=safari&rls=en&q=sagre+realty+group+compass&ie=UTF-8&oe=UTF-8","N/A","https://www.google.com/maps/place/Sage+Realty+Group/@32.8642196,-96.8101891,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9fe56c59ac09:0xf5dd5494476480f8!8m2!3d32.8642196!4d-96.8101891!16s%2Fg%2F11j6t85p6l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Selden Tual Real Estate","+1 512-944-3121","100 Crescent Ct Suite 700, Dallas, TX 75201, United States","5.0","5.0 stars ","http://www.seldentual.com/","selden@rogershealy.com","https://www.google.com/maps/place/Selden+Tual+Real+Estate/@32.7939215,-96.8032836,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9fa422b267e3:0x61aa9ac5c84d4f18!8m2!3d32.7939215!4d-96.8032836!16s%2Fg%2F11ftwf4nn5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Dallas & Beyond Real Estate Group","+1 469-451-6330","2681 MacArthur Blvd Suite 203, Lewisville, TX 75067, United States","5.0","5.0 stars ","http://www.dallasandbeyond.com/","mani@dallasandbeyond.com","https://www.google.com/maps/place/Dallas+%26+Beyond+Real+Estate+Group/@32.9980862,-96.9754753,17z/data=!3m1!4b1!4m6!3m5!1s0x864c18c7055bf507:0x56c36f7e36119e3f!8m2!3d32.9980862!4d-96.9754753!16s%2Fg%2F11clvvpdf0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Mauzy Realty","+1 214-356-8710","6275 McCommas Blvd, Dallas, TX 75214, United States","5.0","5.0 stars ","https://mauzyrealty.com/","charles@mauzyrealty.com","https://www.google.com/maps/place/Mauzy+Realty/@32.8295879,-96.7569454,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f677b9daff3:0x147073c12fd2aa4e!8m2!3d32.8295879!4d-96.7569454!16s%2Fg%2F11b7kgz1n8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Kim Martinez Dallas Realtor - Only 1 Realty Group LLC - Real Estate Agent","+1 469-545-4589","907 Pollard St Suite 100, Dallas, TX 75208, United States","5.0","5.0 stars ","https://kimrealestatedallas.o1rg.com/","kimrealestatedfw@gmail.com","https://www.google.com/maps/place/Kim+Martinez+Dallas+Realtor+-+Only+1+Realty+Group+LLC+-+Real+Estate+Agent/@32.7724294,-96.836398,17z/data=!3m1!4b1!4m6!3m5!1s0x864c210311df2677:0x9f73d7b59aa4bf32!8m2!3d32.7724294!4d-96.836398!16s%2Fg%2F11nxpv170_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Rich Young Company","+1 972-236-7645","5710 Lyndon B Johnson Fwy #150, Dallas, TX 75240, United States","4.8","4.8 stars ","http://www.richyoungcompany.com/","N/A","https://www.google.com/maps/place/Rich+Young+Company/@32.9250108,-96.8095368,17z/data=!3m1!4b1!4m6!3m5!1s0x864c23fb97c0cb13:0xacc0908c57f6161c!8m2!3d32.9250108!4d-96.8095368!16s%2Fg%2F11g8v5711n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"NB Elite Realty LLC: 100% Commission Real Estate Brokerage","+1 844-444-6237","1601 Elm St f33, Dallas, TX 75201, United States","4.8","4.8 stars ","https://nbeliterealty.com/","N/A","https://www.google.com/maps/place/NB+Elite+Realty+LLC:+100%25+Commission+Real+Estate+Brokerage/@32.781925,-96.798178,17z/data=!3m1!4b1!4m6!3m5!1s0x864e99c03236c27b:0x9a860ed75d6e0412!8m2!3d32.781925!4d-96.798178!16s%2Fg%2F11gtz4ln_z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Airstream Realty","+1 972-960-3115","14114 Dallas Pkwy, Dallas, TX 75254, United States","5.0","5.0 stars ","https://www.airstreamrealty.com/","info@airstreamrealty.com","https://www.google.com/maps/place/Airstream+Realty/@32.9405561,-96.8209765,17z/data=!3m1!4b1!4m6!3m5!1s0x864c21271d271227:0xeb4575f979625c98!8m2!3d32.9405561!4d-96.8209765!16s%2Fg%2F11vr66zts0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Eugene Gonzalez, Dallas Realtor","+1 214-586-0250","2828 Routh St #100, Dallas, TX 75204, United States","5.0","5.0 stars ","http://intowndallasrealtor.com/","eugene@daveperrymiller.com","https://www.google.com/maps/place/Eugene+Gonzalez,+Dallas+Realtor/data=!4m7!3m6!1s0x864e99a98c70c4f7:0x300e27d22520301d!8m2!3d32.7986818!4d-96.8042057!16s%2Fg%2F11fsgybk7k!19sChIJ98RwjKmZToYRHTAgJdInDjA?authuser=0&hl=en&rclk=1","real estate","Dallas, Usa"
"Kory White Top DFW - Dallas / Houston Realtor® & Investor / Home Buyer","+1 469-336-3027","N/A","5.0","5.0 stars ","http://korywhiterealestategroup.com/","N/A","https://www.google.com/maps/place/Kory+White+Top+DFW+-+Dallas+%2F+Houston+Realtor%C2%AE+%26+Investor+%2F+Home+Buyer/@31.29187,-96.0712325,7z/data=!3m1!4b1!4m6!3m5!1s0x864e993fe919128d:0x56a6c6e54391d82b!8m2!3d31.29187!4d-96.0712325!16s%2Fg%2F11lm8z8jsn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"First Texas Homes - Solterra","+1 972-722-7815","1612 Casting Rdg, Mesquite, TX 75181, United States","3.8","3.8 stars ","https://www.firsttexashomes.com/communities/Solterra-172974?utm_source=gmb&utm_medium=organic&utm_campaign=solterra","JMcDaniel@firsttexashomes.com","https://www.google.com/maps/place/First+Texas+Homes+-+Solterra/data=!4m7!3m6!1s0x864eafdae274ede5:0x41e621b1506f7371!8m2!3d32.734483!4d-96.56983!16s%2Fg%2F11tp2smjzj!19sChIJ5e104tqvToYRcXNvULEh5kE?authuser=0&hl=en&rclk=1","real estate","Dallas, Usa"
"Bridge Tower Properties","+1 855-282-8008","5430 Lyndon B Johnson Fwy Suite 1050, Dallas, TX 75240, United States","4.1","4.1 stars ","https://bridgetowergp.com/?utm_source=GMB&utm_medium=organic","N/A","https://www.google.com/maps/place/Bridge+Tower+Properties/@32.9228199,-96.8174735,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9fea54603e7d:0x9a9f4fdd825f059e!8m2!3d32.9228199!4d-96.8174735!16s%2Fg%2F11f0kxv0v7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Croft Real Estate Group","+1 469-340-0783","3303 Lee Pkwy STE 200, Dallas, TX 75219, United States","5.0","5.0 stars ","https://blog.croftrealestategroup.com/","justin@croftrealestategroup.com","https://www.google.com/maps/place/Croft+Real+Estate+Group/@32.8087541,-96.8055066,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9e44d88be9c1:0xc6bb2daf2391d7d4!8m2!3d32.8087541!4d-96.8055066!16s%2Fg%2F11cn93w3ng?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Carol Morales | Realtor | JPAR® Real Estate","+1 972-946-6444","650 Fort Worth Ave Suite 100, Dallas, TX 75208, United States","5.0","5.0 stars ","https://carolmorales.jpar.com/","N/A","https://www.google.com/maps/place/Carol+Morales+%7C+Realtor+%7C+JPAR%C2%AE+Real+Estate/@32.7712265,-96.8338732,17z/data=!3m1!4b1!4m6!3m5!1s0x864c17dddcac1caf:0xbf70650d1a9d3955!8m2!3d32.7712265!4d-96.8338732!16s%2Fg%2F11ftgkvfvp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Nitin Gupta, CRS, GRI, REALTOR®","+1 469-269-6541","N/A","4.9","4.9 stars ","https://www.nitinguptadfw.com/#utm_source=omg-gbp&utm_medium=webclick","nitin@NitinGuptaDFW.com","https://www.google.com/maps/place/Nitin+Gupta,+CRS,+GRI,+REALTOR%C2%AE/@33.00936,-96.8490896,10z/data=!3m1!4b1!4m6!3m5!1s0x864c2509cbad5b55:0x824d05c055415023!8m2!3d33.00936!4d-96.8490896!16s%2Fg%2F11c1szn4tm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Laurie McGuire- Dave Perry-Miller Real Estate","+1 817-681-1700","6025 Luther Ln, Dallas, TX 75225, United States","5.0","5.0 stars ","https://lauriemcguire.daveperrymiller.com/","N/A","https://www.google.com/maps/place/Laurie+McGuire-+Dave+Perry-Miller+Real+Estate/@32.8639068,-96.8077531,17z/data=!3m1!4b1!4m6!3m5!1s0x20cc1a0501519903:0xf852ba958ec48231!8m2!3d32.8639068!4d-96.8077531!16s%2Fg%2F11l1l9lkdw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Skylar Champion Real Estate Group","+1 214-695-8701","6318 Gaston Ave #200, Dallas, TX 75214, United States","5.0","5.0 stars ","http://www.skylarchampion.com/","skylar.champion@alliebeth.com","https://www.google.com/maps/place/Skylar+Champion+Real+Estate+Group/@32.8130882,-96.7533721,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f56adc55555:0xc86c9a3940f1ae04!8m2!3d32.8130882!4d-96.7533721!16s%2Fg%2F11ghr0x6hb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Prominus","+1 469-319-2846","1920 McKinney Ave fl 7, Dallas, TX 75201, United States","5.0","5.0 stars ","https://www.prominusrealestate.com/","info@prominusrealestate.com","https://www.google.com/maps/place/Prominus/@32.790173,-96.8035663,17z/data=!3m1!4b1!4m6!3m5!1s0x864e993ad5ffe4e9:0xe408bddf2b1e405d!8m2!3d32.790173!4d-96.8035663!16s%2Fg%2F11hbpsckg0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Star Five Realtors","+1 214-333-9473","4347 S Hampton Rd #207, Dallas, TX 75232, United States","4.7","4.7 stars ","https://star5realtors.com/","N/A","https://www.google.com/maps/place/Star+Five+Realtors/@32.6896188,-96.8576786,17z/data=!3m1!4b1!4m6!3m5!1s0x864e90e7f3ae5777:0xd7494804ccbc15f8!8m2!3d32.6896188!4d-96.8576786!16s%2Fg%2F1td8zjld?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Smart City Realty","+1 214-586-0519","4004 Eastside Ave, Dallas, TX 75226, United States","5.0","5.0 stars ","http://www.smartcityrealty.com/","info@smartcityrealty.com","https://www.google.com/maps/place/Smart+City+Realty/@32.78694,-96.770689,17z/data=!3m1!4b1!4m6!3m5!1s0x864e99a29fd9b49f:0x8dfc2adb9669055c!8m2!3d32.78694!4d-96.770689!16s%2Fg%2F11vj5_9sys?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Nick McMayon, Realtor","+1 214-300-8305","6220 Gaston Ave Suite 100, Dallas, TX 75214, United States","5.0","5.0 stars ","http://www.nickmcmayon.com/","dtxlivinggroup@compass.com","https://www.google.com/maps/place/Nick+McMayon,+Realtor/@32.8119306,-96.7546368,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f6b9ba86b43:0x199582995c584f23!8m2!3d32.8119306!4d-96.7546368!16s%2Fg%2F11rllbr599?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Relive Real Estate | Dallas","+1 636-341-4649","2626 Cole Ave suit 300, Dallas, TX 75204, United States","5.0","5.0 stars ","N/A","N/A","https://www.google.com/maps/place/Relive+Real+Estate+%7C+Dallas/@32.7999646,-96.8038686,17z/data=!3m1!4b1!4m6!3m5!1s0x864e99b2cd9d4ff7:0x25a4ecf6868df7c1!8m2!3d32.7999646!4d-96.8038686!16s%2Fg%2F11vbzz_8t3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Mr. D Real Estate Group","+1 972-656-0033","1722 N Hall St, Dallas, TX 75204, United States","4.7","4.7 stars ","http://www.mrdrealestategroup.com/","vickie.parks@mrdrealestategroup.com","https://www.google.com/maps/place/Mr.+D+Real+Estate+Group/@32.796188,-96.7897674,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f50e2e7e3ff:0x32b005a87c05509f!8m2!3d32.796188!4d-96.7897674!16s%2Fg%2F11fzb1xjdj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Dustin Merritt, Realtor","+1 214-694-8841","8517 Capri Dr, Dallas, TX 75238, United States","4.9","4.9 stars ","https://thedallasrealtor.com/?utm_source=gbp&utm_medium=organic","dustin@iconicres.com","https://www.google.com/maps/place/Dustin+Merritt,+Realtor/@32.8649968,-96.695271,17z/data=!3m1!4b1!4m6!3m5!1s0x864ea05fe719d491:0x50ffc0dc76dabda4!8m2!3d32.8649968!4d-96.695271!16s%2Fg%2F11c6d_ntcf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Richard Howard - Dallas Realtor","+1 214-897-1661","1933 Cedar Springs Rd, Dallas, TX 75201, United States","5.0","5.0 stars ","https://richardhoward.jpar.com/","N/A","https://www.google.com/maps/place/Richard+Howard+-+Dallas+Realtor/@32.7903204,-96.805209,17z/data=!3m1!4b1!4m6!3m5!1s0x864e993afc6aab31:0xbb847b6bfd3be1c5!8m2!3d32.7903204!4d-96.805209!16s%2Fg%2F11g_zx_2l_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Dallas Homes for Cash | Sell My House Fast Dallas","+1 469-305-0988","6060 N Central Expy Suite 500, Dallas, TX 75206, United States","5.0","5.0 stars ","https://www.dallashomesforcash.com/","hello@website.com","https://www.google.com/maps/place/Dallas+Homes+for+Cash+%7C+Sell+My+House+Fast+Dallas/@32.840028,-96.7747586,17z/data=!3m1!4b1!4m6!3m5!1s0x2fc0d4c735e3e7f:0x45fc176a96d0036e!8m2!3d32.840028!4d-96.7747586!16s%2Fg%2F11mdhmn528?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Walnut Hill Realty","+1 972-765-3319","4208 Concho St, Dallas, TX 75206, United States","5.0","5.0 stars ","http://www.walnuthillrealty.com/","info@walnuthillrealty.com","https://www.google.com/maps/place/Walnut+Hill+Realty/@32.8369134,-96.7642256,17z/data=!3m1!4b1!4m6!3m5!1s0x2bcd0d959eae91dd:0x65a9227a30de8b11!8m2!3d32.8369134!4d-96.7642256!16s%2Fg%2F11sc1_68x0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Keller Williams Urban","+1 214-234-8000","3800 Maple Ave #800, Dallas, TX 75219, United States","4.5","4.5 stars ","https://locations.kw.com/location/542","N/A","https://www.google.com/maps/place/Keller+Williams+Urban/@32.8049994,-96.8145301,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9ecd12b5fc71:0x5e1ed55c03f4db74!8m2!3d32.8049994!4d-96.8145301!16s%2Fg%2F1tfzsb4t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Susan Georgeson | Dallas Luxury Real Estate | Compass","+1 972-832-1943","N/A","4.3","4.3 stars ","http://www.dallasluxuryliving.com/","susan@susangeorgeson.com","https://www.google.com/maps/place/Susan+Georgeson+%7C+Dallas+Luxury+Real+Estate+%7C+Compass/@32.9596525,-96.818866,10z/data=!3m1!4b1!4m6!3m5!1s0x5495092fc46f2e3b:0x89332c5d035223b9!8m2!3d32.9596524!4d-96.818866!16s%2Fg%2F1hhw0__ht?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Oak Cliff Real Estate Group","+1 214-643-8500","1300 S Polk St Suite 295, Dallas, TX 75224, United States","5.0","5.0 stars ","http://www.oakcliffre.com/","N/A","https://www.google.com/maps/place/Oak+Cliff+Real+Estate+Group/@32.7326609,-96.8388684,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9b792587cc85:0xbd998d316f07db61!8m2!3d32.7326609!4d-96.8388684!16s%2Fg%2F11gtz4m7vj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Michael Reynolds at Christie's International Real Estate @Properties","+1 972-878-4057","3100 Monticello Ave Suite 950, Dallas, TX 75205, United States","5.0","5.0 stars ","https://www.atproperties.com/agents/31478/michael-reynolds","N/A","https://www.google.com/maps/place/Michael+Reynolds+at+Christie's+International+Real+Estate+@Properties/@32.8273557,-96.7856232,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f0d8d232001:0x56b8a1f23069fde0!8m2!3d32.8273557!4d-96.7856232!16s%2Fg%2F11c6w1428p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Ultima Real Estate","+1 972-980-9393","5220 Spring Valley Rd #160, Dallas, TX 75254, United States","2.9","2.9 stars ","http://www.ultimarealestate.com/","N/A","https://www.google.com/maps/place/Ultima+Real+Estate/@32.9388504,-96.8199061,17z/data=!3m1!4b1!4m6!3m5!1s0x864c20de5e1784ad:0x7c4eb646f5ed383b!8m2!3d32.9388504!4d-96.8199061!16s%2Fg%2F1tfsht5p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Progressive Real Estate Solutions","+1 972-895-8404","3131 McKinney Ave, Dallas, TX 75204, United States","5.0","5.0 stars ","https://sell-my-home.webuydfwrealestate.com/","info@webuydfwrealestate.com","https://www.google.com/maps/place/Progressive+Real+Estate+Solutions/@32.8025104,-96.8007397,17z/data=!3m1!4b1!4m6!3m5!1s0x864e992d1a0fffff:0x85a068b1c94988c2!8m2!3d32.8025104!4d-96.8007397!16s%2Fg%2F11f63ycftk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Dallas Home Buyers","+1 214-615-1255","5001 Spring Valley Rd, Farmers Branch, TX 75244, United States","4.7","4.7 stars ","https://dallashomebuyers.net/","N/A","https://www.google.com/maps/place/Dallas+Home+Buyers/@32.9398211,-96.8239816,17z/data=!3m1!4b1!4m6!3m5!1s0x864c2127c82a3a8d:0x7f370565c5092096!8m2!3d32.9398211!4d-96.8239816!16s%2Fg%2F11bxd8_cp3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Lisa Woulard | Dallas Notary Realtor®","+1 682-235-7653","6060 N Central Expy Suite 500, Dallas, TX 75206, United States","5.0","5.0 stars ","http://www.homeapprovalteam.com/","N/A","https://www.google.com/maps/place/Lisa+Woulard+%7C+Dallas+Notary+Realtor%C2%AE/@32.840028,-96.7747586,17z/data=!3m1!4b1!4m6!3m5!1s0x864e7ce8c9aa1b1d:0xdcaf3616772cb5d1!8m2!3d32.840028!4d-96.7747586!16s%2Fg%2F11gcpxr_bb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"RE/MAX DFW Associates - Dallas, TX","+1 214-523-3300","6510 Abrams Rd #400, Dallas, TX 75231, United States","4.6","4.6 stars ","https://www.rmdfw.com/","N/A","https://www.google.com/maps/place/RE%2FMAX+DFW+Associates+-+Dallas,+TX/@32.8630862,-96.7435889,17z/data=!3m1!4b1!4m6!3m5!1s0x864ea02f50f972d7:0xdc881c07f4fa82b2!8m2!3d32.8630862!4d-96.7435889!16s%2Fg%2F1tm8fcz8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Nancy F. Wilson Realtor","+1 469-441-4300","6301 Gaston Ave, Dallas, TX 75214, United States","4.9","4.9 stars ","http://www.nancyrealestatedallas.com/","N/A","https://www.google.com/maps/place/Nancy+F.+Wilson+Realtor/@32.8130319,-96.7544594,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f48184982c7:0x22bc33047e5ea739!8m2!3d32.8130319!4d-96.7544594!16s%2Fg%2F11mhmlvl9s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"NewTX Realty","+1 469-314-6558","3626 N Hall St Suite 610, Dallas, TX 75219, United States","5.0","5.0 stars ","https://www.newtxrealty.com/","kareen@newtxrealtor.com","https://www.google.com/maps/place/NewTX+Realty/@32.8092689,-96.8060926,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f65b283eb85:0xc06a38e7cbf8a915!8m2!3d32.8092689!4d-96.8060926!16s%2Fg%2F11y5nncs0c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"NH Homes","+1 469-650-6371","N/A","4.8","4.8 stars ","https://www.instagram.com/noemihernandezrealtor/","N/A","https://www.google.com/maps/place/NH+Homes/@32.9004174,-96.8242565,10z/data=!3m1!4b1!4m6!3m5!1s0x83b902581806183:0xa439e53040975cfe!8m2!3d32.9004174!4d-96.8242565!16s%2Fg%2F11rs2mtg5v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Laura Lopez | Eco Agent Realty International","+1 214-929-1247","220 Cumberland St, Dallas, TX 75203, United States","4.9","4.9 stars ","https://www.ecoagentrealty.com/","info@ecoagentrealty.com","https://www.google.com/maps/place/Laura+Lopez+%7C+Eco+Agent+Realty+International/@32.7432284,-96.82093,17z/data=!3m1!4b1!4m6!3m5!1s0xaabd8a8c68d7c89:0xfcf52553324dc2f0!8m2!3d32.7432284!4d-96.82093!16s%2Fg%2F11pzrz3qs9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Todd Tramonte Home Selling Team","+1 214-216-2161","718 W Arapaho Rd Suite 90, Richardson, TX 75080, United States","5.0","5.0 stars ","http://www.dallashomerealty.com/?utm_source=gbp&utm_medium=organic","N/A","https://www.google.com/maps/place/Todd+Tramonte+Home+Selling+Team/@32.9631807,-96.7457896,17z/data=!3m1!4b1!4m6!3m5!1s0x864c1f30af03a27b:0xeaf5b82edba5a0b9!8m2!3d32.9631807!4d-96.7457896!16s%2Fg%2F1v4ptdbl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
